Daily Mean PM2.5 Concentration,Max Temp,Avg Dew Point,Max Wind Speed,Avg Humidity
22.3,86,60,8,63.5
13.1,88,61,9,60.5
17.2,96,61,9,55.5
18.6,98,63,8,54
16.1,96,64,7,60
14,92,64,9,62.5
8.4,86,65,10,67.5
8.2,82,63,9,73.5
10,83,63,10,70.5
10,82,62,10,73.5
14,89,62,9,63.5
16.3,87,64,9,65
15.6,86,65,8,69.5
13.6,85,64,9,72.5
13,86,64,9,68.5
13.4,89,63,8,63.5
14.4,85,63,10,69
15.3,86,64,9,66
13.1,86,64,9,68
9.5,85,64,6,66
6.5,82,64,9,69.5
5.6,82,63,12,72.5
7,83,62,8,69
10.8,84,63,9,69
12,86,63,10,67.5
10,83,63,10,71
10.7,82,62,9,75.5
13.6,91,64,9,61
14.5,93,66,9,61.5
11.6,92,66,12,63
8.1,86,65,9,63.5
9.5,87,65,9,67.5
9.5,83,64,9,69.5
11.7,83,64,10,71
16.3,87,63,9,66
14.7,84,63,10,70.5
13.7,85,64,9,71
12.7,83,63,10,71
18.2,85,63,9,67.5
15.9,84,62,10,66
12.9,81,62,10,72.5
7.2,77,61,9,70.5
9.6,80,59,10,63
11.4,81,61,10,66
10.4,81,62,10,73.5
11.4,83,61,9,66
10.6,82,61,10,65
8.7,82,61,10,66
10.1,82,62,10,69
14.3,79,62,9,69.5
16.6,79,61,9,67
20.4,81,63,8,67.5
16.3,87,64,9,70.5
10.4,83,64,8,75.5
16.1,88,64,10,67.5
21.5,96,64,7,59
18.9,92,63,8,58
16.9,102,64,8,53
16.6,102,65,10,53
17.5,100,65,7,45.5
12,99,67,10,53.5
11,85,68,10,71.5
11.6,83,66,10,71
14.4,83,64,12,67
16,86,62,9,67
15.8,85,63,9,67.5
13.2,83,61,9,66.5
12.7,91,62,9,60.5
13.2,93,63,12,55.5
9.6,79,64,10,75
8,78,61,12,70.5
6.7,78,58,12,69
7.6,78,60,10,70.5
9.7,79,60,8,65.5
10.5,76,60,9,70.5
12,77,61,8,75
9.7,76,60,9,68
9,80,60,9,66
7.6,73,59,12,68
7.4,76,52,12,55.5
8.8,76,53,12,59.5
8.2,86,47,10,48.5
6.4,88,37,13,31.5
12.6,87,49,9,50
14.5,86,60,9,62.5
14.7,88,57,10,60
13.8,89,58,9,59
21.7,82,61,8,71
12.7,78,59,9,64.5
12.4,79,57,12,60
12.5,78,59,10,66.5
11.9,79,53,9,60.5
13.8,85,52,9,50.5
15.1,92,48,8,50
11.2,96,41,9,37.5
14.5,82,60,8,69
15.2,87,54,9,47
10.2,88,46,9,45.5
15.3,76,59,8,71.5
18.5,78,57,10,66.5
23.2,78,58,8,72
25.7,87,56,8,56.5
13.3,96,37,8,39
10.2,96,35,10,28.5
12.9,94,43,7,31
18.8,86,57,9,53.5
21.7,78,60,9,67.5
8.8,75,57,9,54.5
9.9,78,46,10,49
7.2,93,39,8,36
7.9,102,36,8,34.5
7.7,104,44,7,26.5
8,100,36,8,24
11.8,93,41,9,29
15.4,86,50,8,52
27,80,60,8,70.5
36.3,73,58,10,75.5
9.2,69,56,7,67.5
6.2,69,57,8,76.5
5.3,72,55,8,65.5
3.5,68,52,8,66
6.4,71,51,9,55.5
7,72,53,12,65.5
5.1,70,56,7,77
6.3,73,53,8,64.5
7.3,76,53,9,62.5
6.3,77,55,10,66.5
4.3,72,56,8,71.5
6.7,71,54,10,70
12.5,73,53,9,68.5
25.6,69,54,8,75
20,73,51,6,68.5
15.7,78,50,9,63
19.5,79,49,7,55.5
14.6,78,50,9,52
6.1,73,58,10,77
6.4,78,48,9,59
6.8,77,34,7,46.5
11.8,73,39,7,49
11.4,88,40,8,39.5
6.4,93,37,7,28
7.5,92,43,8,44
14.8,84,49,7,47
19.8,83,53,6,60
36.8,71,56,9,77
15.4,68,51,10,66
9.3,76,44,8,53.5
12.1,75,49,7,57.5
14.2,76,47,6,54
14.1,74,50,7,65.5
14.9,76,49,8,62
19.7,69,52,8,74.5
11.2,72,33,8,50.5
8.2,71,14,12,24.5
20.9,75,23,6,28.5
10.2,78,21,7,27.5
11.2,78,24,8,24.5
10.6,83,24,6,24
9.1,82,23,8,23
9.8,80,18,8,22
10,83,16,8,26.5
11.9,81,25,7,33.5
23.3,76,32,7,37
14.5,81,27,9,31
21.9,67,45,9,58
9.9,72,27,8,48.5
7.9,72,28,9,40
17.2,69,41,6,62
13.3,60,44,13,58
7.2,63,23,8,31.5
10.1,65,25,6,38.5
12.7,66,29,7,46
20.9,74,35,8,46
46.9,69,41,6,55.5
37,76,44,7,56
17.3,79,43,5,56
11.6,83,33,7,38
30.9,73,47,8,59
49.2,69,50,7,70
